Word,Count
(GraphicsSystem::SPRITE3DCLUSTERVERTEX*)m_VertexArray.lpBuffer;,2
Pos,2
\"\gLight.Rad"\,\,2
TName[64];,2
\m_lpGraphicsSystem->GetlpRenderer()->SetTexture(0,\,2
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_FadeOutDeg*LYNXD2R;,2
\lynxGetShortAnimKeyValues(&m_VisKey,\,2
m_ClusterSize,2
Normalize,2
\CString("\class\,2
Define,2
vertical,2
\sizeof(LYNXVECTOR3DFORIO),\,2
deltas,2
TEXTURE),2
DRAW_USE_FILL_ONLY:,2
HRESULT,2
accurate,2
ang);,2
m_Kr,2
lpK1,2
(glpEvent->Key,2
m_TextureAnimationArray[2]->Create(1);,2
literature,2
selected,2
thank-you,2
\lynxSetVertexShaderConstantTableI(m_VS,\,2
lpK3,2
Invert,2
Pass.m_TextureAnimationArray[MaterialSystem::CMaterialSystem::AMBIENTMAP]->Create(1);,2
((*Res).GetCount(),2
//Key,2
\&FORWARD"\));\,2
original,2
Primitives,2
NULL;//((CEngine*)m_lpEngine)->GetlpMaterialSystem()->FindMaterial(name);,2
\m_TextureAnimationArray[3]->SetShaderConstantName("\TerrainLayer3"\);\,2
met,2
(m_lpMaterialSystem,2
name,2
\p1,\,2
Panel->SetCursor(wxCursor(wxCURSOR_HAND));,2
diamond,2
\(LynxEngine::SceneSystem::CLight::*)(LYNXREAL,\,2
T;,2
m_DynamicObjArray.resize(5);,2
lpV[2].Color.PackedColor,2
lpV[2].TexCoord.v,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->CombineFunc,2
m_DynamicObjArray[i]->SetPosition(&Pos);,2
Increment,2
Zbuffer..,2
m_lpSV[i*4+0].TexCoord.u,2
\lynxVectorXMatrix((LPLYNXVECTOR3D)&lpTVertexList[i].nx,\,2
(blue),2
1:,2
lpV[i*4+2].Pos.s.w,2
\OK"\,\,2
\m_lpGraphicsSystem->GetlpRenderer()->GetCachedPixelShader()->vSetConstantF("\gMiddleGray"\,\,2
\tree,\,2
this),2
(!lpTMat),2
m_InnerRadius,2
MaterialSystem::CMaterial::ZPASS:,2
LYNXVECTOR3D[m_ClusterSize];,2
SetLastWVPM(WVPM);,2
\Graphics"\,\,2
\"\gWorldView"\,\,2
\node,\,2
may,2
*menuFile,2
lpModel->SetIlluminatingIntensity(1.0f);,2
Programming,2
\menuFile->Append(Minimal_Quit,\,2
m_DynamicObjArray[i]->GetlpContainer()->m_bCastShadow,2
CSCDesc;,2
shading,2
0.5f;,2
horizontal,2
m_lpMeshArray[i]->m_BaseVertex[LOD];,2
GetObject3DTransM(LPLYNXOBJ3D,2
current,2
fog2->Start);,2
lpExt,2
\LYNX_READ_FILE(&lpn->ID,\,2
&m_lpBoneArray[m_lpWeightList[0][i].lpBoneIndex[0]]->m_M);,2
\lynxDrawTriangles(V,\,2
lpV[1].TexCoord.v,2
(GraphicsSystem::SPRITE3DVERTEX*)m_VertexArray.lpBuffer;,2
&CDesc);,2
m_lpGraphicsSystem->DisableRenderBuffer(3);,2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SPOT_LIGHTING),2
<GlowMap-downsampled>,2
\42.f,\,2
m_lpGraphicsSystem->GetlpEngine()->GetlpResourceManager()->Remove(this);,2
lpTMat);,2
(lpv->s.x,2
if(fZ,2
(orientation,2
m_lpGraphicsSystem->BltTextureToBackBuffer(map->GetTexture());,2
m_lpParent,2
SubPixelU;,2
j=,2
m_lpEngine->GetlpMaterialSystem()->AddMaterial(lpMat);,2
\lynxSetTextureAddressMode(MaterialSystem::CTechnique::REFLECTIONMAP_CHANNEL,\,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::DIRECTIONAL_LIGHTING,\,2
\lpRef,\,2
**argv);,1
bbo,1
m_lpUVVertexList[LOD][i].v);,1
\{LYNX_CULL_NONE,\,1
AOName[64];,1
\_T("\msf"\))\,1
\c1p,\,1
lpP;,1
*)LYNX_MALLOC(lpscn->lpTerrainObjList[i].lpPrimitive[j].NumIndex*sizeof(unsigned,1
(MaterialSystem::CMaterialSystem::m_MaterialMapString[MaterialSystem::CMaterialSystem::DIFFUSEMAP],1
i<5000;,1
P.s.x);,1
\Offset6,\,1
\lpR->GetCachedPixelShader()->vSetConstantF("\gSunDir"\,\,1
ChOffset6[],1
FrustumP[i+4],1
Data[4],1
(CSpriteGrassContainer*)(lpObj->GetlpContainer());,1
\LYNX_READ_FILE(&UVCoor.u,\,1
lpf[m_BaseTriangle+k].lpv[0],1
0.02f);,1
\released\r\n"\));\,1
\m_DynamicObjArray[0]->SetlpChild(1,\,1
\_T("\A8"\);\,1
\va_start(argptr,fmt);\,1
0.45f);,1
Offset[5],1
\lynxSetTextureFilterMode(MaterialSystem::CTechnique::REFRACTIONMAP_CHANNEL,\,1
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::VARIANCE_SHADOWMAP);,1
VisibleObjects[i];,1
(Param,1
\lpv[lpf[m_BaseTriangle+k].lpv[i]].y,\,1
\_T("\DXT3"\);\,1
(this,1
\D3D11CreateDevice(NULL,\,1
\(LYNX_OT_READ|LYNX_FOT_BINARY),\,1
\lpscn->lpTerrainObjList[i].lpPrimitive[j].NumIndex,\,1
(m_lpVertexList[0],1
&lynxGetlpRender()->ProjectionMatrix);,1
(LynxEngine::CGameObj::*)())&LynxEngine::CRenderableObj::SetPosition3f);,1
m_lpVertexList[LOD][i].s.z);,1
mode),1
\Pass.m_TextureAnimationArray[MaterialSystem::CMaterialSystem::DIFFUSEMAP]->LoadTexture(0,\,1
(m_lpVertexList[CurrentLOD],1
return:,1
got,1
\CV2,\,1
\LYNX_REAL_MUL(m_M.s.m11,\,1
(LynxEngine::CGameObj::*)(int)>*)&SetID;//(lpTemp);,1
RHS,1
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->LoadTexture(0,\,1
m_lpMaterials[i]->GetPass(0).m_Diffuse.s.Alpha,1
\_T("\../texture/static/grass/grass2.tga"\);\,1
swapchain,1
(lpTex->vIsValid()),1
k<m_lpBoneArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_ROTATION]->m_Keys.size();,1
i<m_NumKeyValues;,1
\{1.0f,\,1
2.0f,1
((LynxEngine::CObj*)m_lpMeshArray[i])->SetName(Name);,1
lpGeo;,1
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_ChannelParam[0].CombineArg[0],1
//m_lpVertexArray[k].nx,1
Cloud->BoundingBox2.z),1
*lpOSO;,1
60.0f),1
CContainer::MODEL;,1
CSprite3DContainer::vCreate(int,1
\LYNX_VST_BLEND_WEIGHT,\,1
m_lpBoneArray[i]->AddAnimation(lpAni);,1
*>(m_DynamicObjArray[i]->GetlpContainer());,1
m_lpWeightList[CurrentLOD][i].lpBoneIndex[j],1
i<maxlen;,1
360.0f;,1
LynxEngine::CContainer::TERRAIN;,1
int))&LynxEngine::SceneSystem::CLight::Pitch);,1
GraphicsSystem::CRenderer::FORMAT_D32F_LOCKABLE:,1
\m_lpCurrentMaterial->GetTechnique(MaterialSystem::CMaterial::AMBIENT_LIGHTING).GetPass(0).vCreateShaderClasses(CString("\class\,1
m_lpBoneArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_ROTATION]->m_Keys[k].SetStartTime(ST);,1
GraphicsSystem::CRenderer::FORMAT_ATI1N:,1
1.5f,1
m_lpGraphicsSystem->BltTextureToBackBuffer(map->GetUtilTexture(0));,1
\m_lpColorVertexList[LOD][i].s.Red,\,1
(LynxEngine::CException&,1
fMaxZ),1
GraphicsSystem::CRenderer::FORMAT_X4R4G4B4:,1
TempTri.v1;,1
\{300,\,1
\ChOffset1,\,1
m_lpSV[i*4+0].Color.PackedColor,1
m_lpShadowMap);,1
-208.0f;,1
=(int),1
t2);,1
20.0f);,1
\lynxDuplicateShortAnimationKey(&lpdo->VisKey,\,1
\m_lpPrimitive[0].NumIndex,\,1
\lynxInstanceShortAnimationKey(&lpdo->VisKey,\,1
lpBaseClass;,1
\_T("\scn/geometry_spotlight.pso"\));\,1
\"\Random"\,\,1
FilterType;,1
\lynxSetVertexShaderConstant(10,\,1
m_NumPrimitive,1
2D,1
(m_lpVertexTangentList[CurrentLOD],1
SLitList.begin();,1
InvalidTex;,1
TempTri.v2;,1
m_TransM.s.m21,1
i<m_NumPrimitive;,1
\&Temp[0],\,1
lpn->Center.s.x,1
Group;,1
m_AnimationSet.GetAnimationList()[0]->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[1].SetStartTime(m_LifeTimeLimit);,1
CLight::SPOT;,1
bGlow;,1
m_lpSV[i*4+1].Color.PackedColor,1
-176.0f;,1
m_ParamGroupList.end();,1
Release();,1
unhighlight,1
\lynxGetlpRenderer()->SystemData3D.lpD3DDevice->SetTextureStageState(0,\,1
Technique->GetPass(0).m_TextureAnimationArray[0]->m_CombineArg[2],1
LynxSDK::Math::CReal,1
LYNX_CULL_CCW:,1
included,1
\_T("\A2W10V10U10"\);\,1
i<m_DynamicObjArray.size();,1
\lpv[lpf[m_BaseTriangle+k].lpv[i]].TexCoord[0].u,\,1
(lynxGetAllocMemSize(),1
\m_lpMeshArray[i]->SetMaterial(CContainer::DIRECTIONAL_LIGHTING_MATERIAL,\,1
\lynxSetBlendFunc(GraphicsSystem::CRenderer::BF_SRC_ALPHA,\,1
LYNXPRIMITIVE[m_NumPrimitive];,1
CGraphicsSystem::SetBackBufferAsRenderBuffer(int,1
WM_MOUSEMOVE,1
\lynxDuplicateModel(this,\,1
\-9.81f,\,1
\_T("\L8"\);\,1
m_PosArray,1
m_lpCurrentFrame->m_Start);,1
\D,\,1
m_SunDir.s.z*((SceneSystem::CSky*)m_lpRenObj)->GetSunLight()->m_Radius*0.5f;,1
(UVCoor.v));,1
(m_VisNormalArray),1
m_lpEngine->DestroyResource(GetName());,1
lpv->s.y);,1
\SetID2("\SetID"\,\,1
\m_lpClusterContainer->vCreate(filename,\,1
\((LynxScript::Lua::CScriptClass*)lps->GetlpScriptClass())->RegisterMethod("\UpdateTransform"\,\,1
register(c227);,1
\m_lpGraphicsSystem->GetlpOffscreen()->Gaussin4x4Blur(8,\,1
\sprintf(Buffer,\,1
\lpR->GetCachedPixelShader()->vSetConstantF("\gInvWavelength"\,\,1
Technique.GetPass(p).m_Diffuse.s.Red/255.0f;,1
them,1
k<m_lpMeshArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_ROTATION]->m_Keys.size();,1
Mat;,1
-216.0f;,1
m_KmESun};,1
__USE_STL__,1
postprocess,1
BlendFuncValueList[LYNX_NUM_BLEND_FUNC],1
i<m_Height;,1
Cloud->BoundingBox1.x),1
m_Triangles[CurrentLOD][i].v[2],1
(!Pass.m_TextureAnimationArray[MaterialSystem::CMaterialSystem::SPECULARMAP]->GetTexture(0)->vIsValid()),1
SHOW_MAPS),1
////put,1
CPEmitterCreationDesc,1
*lpAni,1
gSprite3DClusterVertexSlot[],1
\Texture"\)));\,1
CPEmitterContainer::vCreate(const,1
lpLO->SetSceneID(ReadSceneID(lpElem));,1
TiXmlDocument;,1
\IMPLEMENT_PARAM_ENUM(m_AddressModeU,\,1
\wxSize(640,\,1
CalculateFarPlane,1
\//lynxDrawArrayBO(LYNX_PRIMITIVE_TRIANGLE_STRIP,\,1
\lpS->vCompile(s,\,1
(m_DynamicObjArray[1],1
CMCDesc;,1
MenuKey),1
machine,1
cam.GetFarCornerDir(2));,1
m_lpEngine->GetlpGraphicsSystem()->GetDepthBuffer();,1
lpv[lpf[m_BaseTriangle+k].lpv[i]].z);,1
m_DynamicObjArray[2],1
m_lpBoneArray[i]->m_BoneID,1
\m_lpLightmapUVVertexList,\,1
\Tech->GetPass(0).m_TextureAnimationArray[1]->SetTexture(0,\,1
light,1
\TV2,\,1
SetupBlendVertex(LOD);,1
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_ChannelParam[0].TextureAnimation.LoadTextureSeuence(num,\,1
\lynxLockVertexArray(&m_VertexArray[i],\,1
\lpC->SetRotDeg(i,\,1
m_lpParentContainer);,1
m_lpMeshArray[i]->m_Primitives[CurrentLOD].resize(1);,1
lpDO->SetSceneID(ReadSceneID(lpElem));,1
(lpK1->m_EndTime,1
SpecularName[64];,1
BoneIndex;,1
\5+33,\,1
\box,\,1
\LYNX_BYTE_ORDER_READ_FILE(&MainVer,\,1
(*)[64])LYNX_MALLOC(sizeof(char)*64*m_lpMaterials[i].lpPass[0].TextureFrame[0].NumTexs);,1
CPCDesc.m_Density,1
\80,\,1
LYNX_ZB_C};,1
CLASSNAME(CPEmitterContainer)),1
\LYNX_REAL_MUL(m_TransM.s.m32,\,1
GraphicsSystem::CRenderer::FORMAT_DXT4:,1
MakeName();,1
m_lpMeshArray[i]->m_lpChildrenArray.resize(Num);,1
m_lpMeshArray[i]->CreateMaterialArray(CContainer::NUM_MATERIAL_TYPE);,1
\m_lpMeshArray[i]->SetMaterial(CContainer::AMBIENT_LIGHTING_MATERIAL,\,1
0x10000);,1
m_PS.Release();,1
uniform,1
&m_lpMeshArray[i];,1
lpMat->SetName(MName);,1
m_AnimationSet.GetAnimationList()[0]->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[0].SetEndTime(m_LifeTimeLimit);,1
\lynxStrCpy(CMCDesc.m_FileName,\,1
\LYNX_READ_FILE(&lpscn->lpTerrainObjList[i].NumPrimitive,\,1
map),1
deformed,1
e),1
//m_lpGraphicsSystem->GetlpRenderer()->SetTexturePath(TexturePath);,1
CGeometry::vRender(void),1
\c1p(0.6f,\,1
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::WIREFRAME),1
ColorValues[1],1
lpC->SetRenderedSize(5000);,1
lpOSO,1
m_DynamicObjArray.resize(Size+1);,1
\m_lpColorVertexList[LOD][i].s.Green,\,1
lpModel->m_AnimationSet.GetCurrentAnimation()->GetFrameArray()[0].m_PlayMode,1
\lpv[m_BaseVert+k].x,\,1
CUi*(1-lambda),1
interface,1
Cluster,1
\CreateStaticObj(LynxEngine::SceneSystem::CStaticObj::TYPE::STATIC_MESH,\,1
m_TextureAnimationArray[t]->GetShaderConstantName()),1
Offset[1],1
(!lpXMLDoc->LoadFile(filename)),1
m_lpScene->vCreateLight(CLight::SPOT);,1
LYNX_GUARD(CScene::LoadLYNXFile),1
GraphicsSystem::CRenderer::FORMAT_G16R16F:,1
top,1
CDesc.m_LifeTimeLimit,1
COSP::LoadLeaf(LPLYNXOSPLEAF,1
m_AnimationSet.GetAnimationList()[0]->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[0].SetStartTime(0);,1
\_T("\terrain/grass003.tga"\),\,1
-1.0f),1
m.m_SubContainerArray[i];,1
engine¡C,1
m_lpBoneArray[0];,1
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_ChannelParam[0].CombineFunc,1
\lynxGetBuiltinVertexLayout(LYNX_RENDER_VERTEX),\,1
place,1
CObj*(),1
WM_EXITMENULOOP:,1
m_lpMaterials[i]->GetPass(0).m_TextureAnimationArray[0]->CombineArg[1],1
\LYNX_REAL_MUL(m_M.s.m12,\,1
vGetlpObj(),1
significantly,1
(lpTransM));,1
//D3DXVECTOR4,1
\Technique->GetPass(0).m_TextureAnimationArray[0]->LoadTexture(j,\,1
TexCoord);,1
m_VertexLayout.Release();,1
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->LoadTextureSeuence(num,\,1
m_PosArray[index].s.w,1
\"\gLastWorldViewProj"\,\,1
\glpLogger->vLog(CString(GetClassName())+CString(_T("\::Release\,1
Cloud->BoundingBox2.x),1
\finally,\,1
\LYNX_VECTOR3D_SET_W(m_lpWeightList[CurrentLOD][i].lpOffset[j],\,1
\"\M0502_000%02d.tga"\,\,1
m_lpEngine->GetlpGraphicsSystem()->m_ConstantColor.s.Red/255.0f;,1
LynxEngine::CContainer::GEOMETRY:,1
*>(lpSO->GetlpContainer())->vSetupSubObjs(lpSO);,1
\0.04f,\,1
m_PrimitiveList[0][0].NumIndex,1
\m_AnimationSet.GetAnimationList()[0]->m_AnimationKeys[Animation::CAnimation::KT_COLOR]->m_Keys[0].SetValues(ColorValues,\,1
\lynxCreateIndexArray(&m_IndexArray[i],\,1
\_T("\ATI1N"\);\,1
PEmitterNoiseTypeList;};,1
\lpG->GetPostProcessMaterial(GraphicsSystem::CGraphicsSystem::SPOT_LIGHTING)->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).Set(m_lpContainer,\,1
Technique->GetPass(0).m_TextureAnimationArray[0]->m_CombineFunc,1
Pass.m_TextureAnimationArray[MaterialSystem::CMaterialSystem::NORMALMAP]->m_AddressModeU,1
BF_ONE_MINUS_SRC_ALPHA;,1
\{"\None"\,\,1
Weight;,1
\_T("\R3G3B2"\);\,1
TargetName,1
PP;,1
\9,\,1
ParamList.begin();,1
MotionBlur,1
HIE_BONESKIN_MODEL;,1
\LYNX_BFI_DEST_ALPHA,\,1
\0.0f,0.0f,\,1
\lynxPointXMatrix((LPLYNXVECTOR3D)&lpTVertexList[i].x,\,1
lpElem->Attribute(m_XMLTag.TargetNameAttr);,1
m_CachedIndexArray),1
\_T("\scn/model_mbs_shadowmap.vso"\),\,1
bMatLoop;,1
Number,1
\lpMat->GetPass(0).m_TextureAnimationArray[0]->LoadTexture(j,\,1
\lpR->GetCachedPixelShader()->vSetConstantF("\gSpecularPower"\,\,1
\lynxSetVertexShaderConstant(16,\,1
\m_GeneralString.Create(512,\,1
defined(__LYNXSDK_LIB__),1
m_VisSizeArray[m_VisRenderedSize].s.x,1
0};,1
LynxEngine::CContainer::TYPE::STATIC_MESH);,1
LitDir;,1
(lpModel->UseBufferObject()),1
\lpGeo->m_VertexList[0][lpGeo->m_TriangleList[0][0].s.v2].Pos,\,1
CGraphicsSystem::SetReflectionMapAsRenderBuffer(int,1
\lynxDrawPrimitiveBO(&m_PrimitiveList[m_CurrentLOD][i],\,1
LYNX_CUBE_TEXTURE;,1
*)>*)(lpTemp);,1
(!m_lpGraphicsSystem->vCreate()),1
\bLoop,\,1
m_bRotate));,1
TexCoord[5].v,1
\LYNX_ZB_NONE,\,1
ChOffset5[],1
allocate,1
\ChOffset3,\,1
\_T("\builtin/common/lynxMaterialSystem::CMaterialSystem::DIFFUSEMAP.pso"\));\,1
lpGetNameFunc,1
\&NumLights,\,1
this);,1
lpn->Center.s.z,1
\(CContainer::vSetCurrentFrame(name,\,1
\lpR->SetVertexArray(m_VertexArray[m_CurrentLOD],\,1
j<NumMaterials;,1
\"\Draw\,1
m.m_MaterialArray[i];,1
\*)&TM1,\,1
\LYNX_READ_FILE(&m_lpMaterials[i].lpPass[0].TextureFrame[0].StartTime,\,1
lpAni->SetStep(1.0f);,1
m_VideoModeList[i].Format,1
m_lpMaterials[i]->GetPass(0).m_Diffuse.s.Red,1
\LYNX_BFI_ONE_MINUS_DEST_COLOR,\,1
\Pos,\,1
logarithmic,1
\"\LynxScript"\))\,1
m_lpEngine->GetlpScriptSystem()->GetlpVMachine()->FindClass(m_ClassScriptClassName);,1
(the,1
\_T("\scn/shadowmap_at.pso"\));\,1
\lynxSetVertexArray(&m_VertexArray[m_CurrentLOD],\,1
m_PrimitiveList[m_CurrentLOD][i].lpIndex,1
\m_lpColorVertexList[LOD][i].s.Blue,\,1
(m_NumVertices[0]),1
LYNX_PM_ONCE:,1
\LYNX_VST_BLEND_INDICES,\,1
lpI[i*6],1
Vector3[Num,1
Shift,1
++Bone),1
&gTerrainVertexSlot[0];,1
&GetTransformMatrix());,1
ModelDesc.m_FileName,1
(ia,1
i<m_MaterialArray.size();,1
\"\Shader\,1
CScene::ShowTextureData(),1
GraphicsSystem::CRenderer::FORMAT_V16U16:,1
\sizeof(DWORD)*2,\,1
1000);,1
Cloud->BoundingBox1.z),1
\lynxSetVertexShaderConstant(102,\,1
-1.0f)),1
CreateGroup(Name.c_str());,1
Count[32];,1
&M);,1
\_T("\R8G8_B8G8"\);\,1
*)m_lpEngine)->GetSDK());,1
MName;,1
\_T("\ms"\))\,1
&filename[i+1];,1
(m_lpColorVertexList[CurrentLOD],1
*filename),1
(lpn->NumElement),1
lpV[j].TexCoord[0].u,1
\Offset5,\,1
lpn->Center.s.y,1
k<m_lpMeshArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys.size();,1
&m);,1
\(*Mat)->GetName().c_str(),\,1
m_VertexList[i][j].Pos.s.y;,1
IDM_MENU;,1
\_T("\ParallaxTest"\))\,1
\LYNX_MAX(m_ScreenSpaceAABB.Min().s.x,\,1
TexCoord[1].v,1
lpEditorRoot->FirstChildElement(m_XMLTag.SceneTag);,1
26.0f),1
what,1
simplifies,1
\m_AnimationSet.GetAnimationList()[0]->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[1].SetValue(0,\,1
\"\gbUseBaseColor"\,\,1
//Primitive,1
\color=\"\#FFCC00\"\>"\));\,1
\D3DRS_SRGBWRITEENABLE,\,1
CSprite3DContainer::vCreate(const,1
GraphicsSystem::CRenderer::FORMAT_A2W10V10U10:,1
lynxSDKGetEvent(&((CEngine,1
\LYNX_READ_FILE(&m_Attribute,\,1
\&GraphicsSystem::gBlendVertexLayout,\,1
650.0f;,1
350.0f;,1
t.m_MinFilter;,1
CGraphicsSystem::SetShadowMapAsRenderBuffer(int,1
T,1
m_OSP.lpNodeList,1
(*Group);,1
\_T("\scn/def_spotlight.pso"\));\,1
512;,1
{F6AC9E26-410E-4fb2-B6DA-582B0C87D0FA},1
\wxDefaultPosition,\,1
GraphicsSystem::CRenderer::CA_TEXTURE;,1
\SetShader,\,1
\lynxLockVertexArray(&m_VertexArray[m_CurrentLOD],\,1
CGeometry::Render(LPLYNXFAN,1
m_PosArray;,1
120.0f,1
((CAdvMaterialSystem,1
m_InnerRadius2,1
CSkyDomeContainer&,1
CModelContainer::vSetCurrentFrame(char,1
m_TransM.s.m41,1
m_lpFont->m_CharUV[C][0].u;,1
\lynxGetlpRenderer()->SystemData3D.lpD3DDevice->DrawIndexedPrimitive(D3DPT_TRIANGLESTRIP,\,1
m_lpVertexTangentList[CurrentLOD],1
lynxUnlockVertexArray(&m_VertexArray[m_CurrentLOD]);,1
t.m_AddressModeW;,1
((CD3D9Renderer*)m_lpGraphicsSystem->GetlpRenderer())->SystemData3D.lpD3DDevice->SetRenderState(,1
m_lpMeshArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_POSITION]->m_Keys[k].SetEndTime(ET);,1
LynxSDKEnumString.h>,1
ZoomWindow,1
\powf(0.475f,\,1
\D3D_DRIVER_TYPE_UNKNOWN,\,1
\LYNX_REAL_SUB(m_lpMaterials[i].lpPass[0].TextureFrame[0].EndTime,\,1
\lpuv,\,1
V[4],1
\LYNX_MIN(m_ScreenSpaceAABB.Max().s.x,\,1
\((CEngine*)m_lpEngine)->GetlpGraphicsSystem()->GetlpRenderer()->LoadTexture(Texture,\,1
\_T("\LynxPhysics_ODE_d.dll"\);\,1
\lpGeo->m_VertexList[0][lpGeo->m_TriangleList[0][0].s.v3].Pos,\,1
(m_EndTime,1
NumMaterials),1
\m_lpBoneArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[k].GetValues().setData(KeyValues,\,1
lpSceneRoot->FirstChildElement(m_XMLTag.DynObjsTag);,1
\file!"\));\,1
\m_lpScene->GetlpGraphicsSystem()->SetRenderBuffer(1,\,1
luminance,1
\"\LynxScript_Lua_Tool_d.dll"\;\,1
m_lpVertexBinormalList[CurrentLOD],1
\50+33,\,1
\lpv[m_BaseVert+k].TexCoord[2].u,\,1
(m_Time-300.0f)*20.0f/60.0f,1
CGraphicsSystem::SetSystemDepthBufferAsDepthBuffer(),1
CGeometry::CGeometry(void),1
\31+33,\,1
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE).GetPass(0).vLoadShaders(_T("\scn/sprite3d.vso"\),\,1
Give,1
ChOffset2[],1
(lpTexFrame->Time,1
\_T("\mbsf"\))\,1
\_T("\terrain/layer3.tga"\),\,1
Bound,1
(m_NoiseType),1
\LYNX_READ_FILE(&m_lpUVVertexList[CurrentLOD][m_lpMeshArray[i]->m_BaseVertex[CurrentLOD]+j].v,\,1
matrices,1
i<m_NumVertices[m_CurrentLOD];,1
m_NumLODs,1
\LYNX_VECTOR3D_SET_W(m_lpVertexTangentList[CurrentLOD][i],\,1
<GBuffer_Specular>,1
gSprite3DVertexSlot[],1
SSAO,1
RootIndex;,1
m_Obj3D.Render(m_lpMesh);,1
m_lpEngine->GetlpMaterialSystem()),1
small,1
-393.0f;,1
computing,1
\14,\,1
\_T("\builtin/common/lynxConstantColor.pso"\));\,1
\_T("\scn/zpass_velocity_at.pso"\));\,1
MaterialSystem::CMaterial::GPASS:,1
forward,1
GraphicsSystem::CRenderer::FORMAT_X8L8V8U8:,1
CScene::ShowResourceData(),1
\lpR->GetCachedVertexShader()->vSetConstantF("\gPositionArray"\,\,1
\"\Texture\,1
\0+33,\,1
m_lpEngine->GetlpGraphicsSystem()->GetlpRefractionMap()->GetCurrent());,1
m_lpMeshArray[i]->m_AnimationSet.GetCurrentAnimation()->m_AnimationKeys[Animation::CAnimation::KT_SCALE]->m_Keys[k].GetValues().resize(NumValues);,1
{EB6B3EDE-6E9D-4bd0-B34B-E578EEAEE0DB},1
processing,1
m_lpMaterials[i].lpPass[0].TextureFrame[0].Time,1
{m_lpMaps[REFLECTIONMAP]->GetCurrent().SetAsRT(index);,1
lpEditorRoot,1
m_Keys[Mid].m_StartTime),1
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE).GetPass(0).m_TextureAnimationArray[0]->GetAnimation().SetCurrentFrame(0,\,1
CScene::ShowShaderData(),1
lpTMat->SetType(MaterialSystem::CMaterial::ZPASS);,1
m_VisOpaqueContainerList.end();,1
XML,1
\_T("\scn/post_getluminance.pso"\));\,1
\_T("\Q16W16V16U16"\);\,1
\LYNX_READ_FILE(&m_lpVertexList[CurrentLOD][m_lpMeshArray[i]->m_BaseVertex[CurrentLOD]+j].s.x,\,1
m_EmitVel.s.x,1
\_T("\scn/model_mbs_zpass.vso"\),\,1
TypeName;,1
m_M.s.m41,1
{8F0501A6-3E7C-43cc-86FE-66FC675E2496},1
//bbo,1
&m_Keys[0];,1
\Tech->GetPass(0).vLoadShaders(_T("\common/LynxScreenDepthQuad.vso"\),\,1
\engine,\,1
\&m_SunDir.s.x,\,1
CS_VREDRAW;,1
lpn->lpElement,1
//TexCoord[5].u,1
\_T("\INDEX32"\);\,1
\ptr,\,1
CGeometry::~CGeometry(void),1
\_T("\LynxScript_Lua_Tool_d.dll"\);\,1
m_SunDir.s.y*((SceneSystem::CSky*)m_lpRenObj)->GetSunLight()->m_Radius*0.5f;,1
m_lpBV[i].Color,1
i<8;,1
\LynxEngine::sort(m_LiveParticleList.begin(),\,1
\c16((float)g_fTime*0.75f,\,1
{4903AFE5-DCA1-407f-8E9C-E379D07C6C70},1
\ChOffset8,\,1
